FIELD_NAME	FIELD_TYPE	FIELD_LEN	FIELD_DEC	FIELD_LABL	QUEST_LOC	MISSING	NOTAPPL	DEFAULT	FIELD_VALI	FIELD_CODE	FIELD_EDIT	FIELD_CARR	ORDER_SCRN	ORDER_FILE	COMMENT1	MEAS_CLASS	IDBOOK	FMT	VALID_VAL	MIN_MAX	FILTER_VAR	FILTER_CND	CONFIRMED
S042304	C	1	0	CONCLUSION FROM PULSE RATE-T GRAPH (D)	(S03_01)	9	8	7	S042304$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	255	255	BIOLOGY\REASONING (T) (S03_01)	M4	2,3		1;2;3;4;				
S042038	C	1	0	WHERE ORGANISMS APPEARED ON EARTH (A)	(S03_02)	9	8	7	S042038$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	256	256	BIOLOGY\KNOWING (T) (S03_02)	M1	2,3		1;2;3;4;				
S042298	C	2	0	IMPORTANCE OF REMOVING WEEDS (1)	(S03_03)	99	98	97	S042298$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	257	257	BIOLOGY\APPLYING (T) (S03_03)	SA	2,3		10;70;71;79;				
S042261	C	2	0	LIFE FUNCTION OF PARAMECIUM (1)	(S03_04)	99	98	97	S042261$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	258	258	BIOLOGY\KNOWING (T) (S03_04)	SA	2,3		10;70;79;				
S042051A	C	2	0	YEAR OF HIGHEST RABBIT POPULATION (1)	(S03_05A)	99	98	97	S042051A$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	259	259	BIOLOGY\APPLYING (T) (S03_05)	SA	2,3		10;70;79;				
S042051B	C	2	0	RELATION OF RABBIT-FOX POPULATIONS (1)	(S03_05B)	99	98	97	S042051B$'10#11#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	260	260	BIOLOGY\APPLYING (T) (S03_05)	SA	2,3		10;11;70;71;79;				
S042076	C	2	0	NUMBER OF ATOMS IN H2SO4 MOLECULE (1)	(S03_06)	99	98	97	S042076$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	261	261	CHEMISTRY\KNOWING (T) (S03_06)	SA	2,3		10;79;				
S042404	C	2	0	LIQUID ON OUTSIDE OF PITCHER (2)	(S03_07)	99	98	97	S042404$'20#10#11#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;PARTIALLY CORRECT RESPONSE:11;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	262	262	PHYSICS\APPLYING (T) (S03_07)	SA	2,3		20;10;11;79;				
S042306	C	1	0	DEFINITION OF A COMPOUND (C)	(S03_08)	9	8	7	S042306$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	263	263	CHEMISTRY\KNOWING (T) (S03_08)	M3	2,3		1;2;3;4;				
S042403	C	2	0	FIND OUT IF METAL 2 IS A MAGNET (1)	(S03_09)	99	98	97	S042403$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	264	264	PHYSICS\REASONING (T) (S03_09)	SA	2,3		10;70;79;				
S042272	C	1	0	MOLECULES OF LIQUID WHEN IT COOLS (A)	(S03_10)	9	8	7	S042272$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	265	265	PHYSICS\KNOWING (T) (S03_10)	M1	2,3		1;2;3;4;				
S042100	C	2	0	OBSERVATIONS FOR REACTION (2)	(S03_11)	99	98	97	S042100$'20#10#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	266	266	CHEMISTRY\KNOWING (T) (S03_11)	SA	2,3		20;10;79;				
S042238A	C	1	0	POSITION OF THERMOMETER (C)	(S03_12A)	9	8	7	S042238A$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	267	267	PHYSICS\KNOWING (T) (S03_12)	M3	2,3		1;2;3;4;				
S042238B	C	2	0	ONE VARIABLE KEPT CONSTANT (1)	(S03_12B)	99	98	97	S042238B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	268	268	PHYSICS\REASONING (T) (S03_12)	SA	2,3		10;79;				
S042238C	C	2	0	CONCLUSION FROM THE GRAPH (1)	(S03_12C)	99	98	97	S042238C$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	269	269	PHYSICS\REASONING (T) (S03_12)	SA	2,3		10;79;				
S042141	C	1	0	WHERE ACTIVE VOLCANOES ARE FOUND (B)	(S03_13)	9	8	7	S042141$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	270	270	EARTH SCIENCE\KNOWING (T) (S03_13)	M2	2,3		1;2;3;4;				
S042215	C	1	0	DIAGRAM OF AN ECLIPSE OF THE MOON (D)	(S03_14)	9	8	7	S042215$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	271	271	EARTH SCIENCE\APPLYING (T) (S03_14)	M4	2,3		1;2;3;4;				
S052261	C	1	0	WHY PEOPLE SHIVER WHEN COLD (B)	(S04_01)	9	8	7	S052261$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	272	272	BIOLOGY\KNOWING (S04_01)	M2	3,4		1;2;3;4;				
S052092A	C	2	0	FEATURES OF ANIMAL GROUPS (1)	(S04_02A)	99	98	97	S052092A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	273	273	BIOLOGY\KNOWING (S04_02)	SA	3,4		10;79;				
S052092B	C	2	0	FEATURES OF ANIMAL GROUPS (1)	(S04_02B)	99	98	97	S052092B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	274	274	BIOLOGY\KNOWING (S04_02)	SA	3,4		10;79;				
S052092C	C	2	0	FEATURES OF ANIMAL GROUPS (1)	(S04_02C)	99	98	97	S052092C$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	275	275	BIOLOGY\KNOWING (S04_02)	SA	3,4		10;79;				
S052092D	C	2	0	FEATURES OF ANIMAL GROUPS (1)	(S04_02D)	99	98	97	S052092D$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	276	276	BIOLOGY\KNOWING (S04_02)	SA	3,4		10;79;				
S052092Z	C	2	0	FEATURES OF ANIMAL GROUPS-DERIVED (2)	(S04_02Z)	99	98	97	S052092Z$'21#20#11#10#79#99#98#96'	CORRECT RESPONSE:21;CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:11;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	277	277	BIOLOGY\KNOWING (S04_02)	DPC_D	3,4		21;20;11;10;79;				
S052263A	C	2	0	CELLULAR RESPIRATION: TUBES 1 & 2 (1)	(S04_03A)	99	98	97	S052263A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	278	278	BIOLOGY\REASONING (S04_03)	SA	3,4		10;79;				
S052263B	C	2	0	CELLULAR RESPIRATION: TUBE 4 (1)	(S04_03B)	99	98	97	S052263B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	279	279	BIOLOGY\REASONING (S04_03)	SA	3,4		10;79;				
S052265	C	2	0	MANX CATS BRED TOGETHER (1)	(S04_04)	99	98	97	S052265$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	280	280	BIOLOGY\APPLYING (S04_04)	SA	3,4		10;70;79;				
S052280	C	1	0	PROPERTY OF NONMETALS (A)	(S04_05)	9	8	7	S052280$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	281	281	CHEMISTRY\KNOWING (S04_05)	M1	3,4		1;2;3;4;				
S052256	C	1	0	CAUSE DISTILLED WATER TASTE (D)	(S04_06)	9	8	7	S052256$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	282	282	CHEMISTRY\APPLYING (S04_06)	M4	3,4		1;2;3;4;				
S052043A	C	1	0	1:NEUTRALIZING WASP VENOM (B)	(S04_07A)	9	8	7	S052043A$'1#2#9#8#6'	A:1;B*:2;omitted:9;not admin.:8;not reached:6;	1	0	283	283	CHEMISTRY\APPLYING (S04_07)	M2	3,4		1;2;				
S052043B	C	1	0	2:NEUTRALIZING WASP VENOM (A)	(S04_07B)	9	8	7	S052043B$'1#2#9#8#6'	A*:1;B:2;omitted:9;not admin.:8;not reached:6;	1	0	284	284	CHEMISTRY\APPLYING (S04_07)	M1	3,4		1;2;				
S052043C	C	1	0	3:NEUTRALIZING WASP VENOM (A)	(S04_07C)	9	8	7	S052043C$'1#2#9#8#6'	A*:1;B:2;omitted:9;not admin.:8;not reached:6;	1	0	285	285	CHEMISTRY\APPLYING (S04_07)	M1	3,4		1;2;				
S052043D	C	1	0	4:NEUTRALIZING WASP VENOM (B)	(S04_07D)	9	8	7	S052043D$'1#2#9#8#6'	A:1;B*:2;omitted:9;not admin.:8;not reached:6;	1	0	286	286	CHEMISTRY\APPLYING (S04_07)	M2	3,4		1;2;				
S052043Z	C	2	0	NEUTRALIZING WASP VENOM-DERIVED (1)	(S04_07Z)	99	98	97	S052043Z$'11#10#79#99#98#96'	CORRECT RESPONSE:11;CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	287	287	CHEMISTRY\APPLYING (S04_07)	DPC_D	3,4		11;10;79;				
S052194	C	1	0	PARTICLES IN SAMPLES X AND Y (C)	(S04_08)	9	8	7	S052194$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	288	288	PHYSICS\REASONING (S04_08)	M3	3,4		1;2;3;4;				
S052179	C	1	0	TEMPERATURE OF THREE CONTAINERS (B)	(S04_09)	9	8	7	S052179$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	289	289	PHYSICS\APPLYING (S04_09)	M2	3,4		1;2;3;4;				
S052233	C	2	0	OBJECT X FLOATING IN LIQUIDS A,B,C (1)	(S04_10)	99	98	97	S052233$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	290	290	PHYSICS\REASONING (S04_10)	SA	3,4		10;79;				
S052159	C	1	0	MOVING LOG WITH BAR AND STONE (D)	(S04_11)	9	8	7	S052159$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	291	291	PHYSICS\KNOWING (S04_11)	M4	3,4		1;2;3;4;				
S052289A	C	1	0	ARTESIAN WATER:  MOVING UP PIPE (C)	(S04_12A)	9	8	7	S052289A$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	292	292	EARTH SCIENCE\APPLYING (S04_12)	M3	3,4		1;2;3;4;				
S052289B	C	1	0	ARTESIAN WATER: DIFFERENCE IN FLOW (A)	(S04_12B)	9	8	7	S052289B$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	293	293	EARTH SCIENCE\APPLYING (S04_12)	M1	3,4		1;2;3;4;				
S052289C	C	2	0	ARTESIAN WATER: TEMPERATURE (1)	(S04_12C)	99	98	97	S052289C$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	294	294	EARTH SCIENCE\APPLYING (S04_12)	SA	3,4		10;79;				
S032542	C	1	0	CLASSIFICATION OF ANIMALS (B)	(S05_01)	9	8	7	S032542$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	295	295	BIOLOGY\APPLYING (T) (S05_01)	M2	4,5		1;2;3;4;				
S032645	C	1	0	TRUE STATEMENT ABOUT PRODUCERS (A)	(S05_02)	9	8	7	S032645$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	296	296	BIOLOGY\KNOWING (T) (S05_02)	M1	4,5		1;2;3;4;				
S032530A	C	2	0	CONDITIONS FOR GERMINATION (1)	(S05_03A)	99	98	97	S032530A$'10#11#12#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	297	297	BIOLOGY\KNOWING (T) (S05_03)	SA	4,5		10;11;12;19;70;71;79;				
S032530B	C	2	0	CONDITIONS FOR GERMINATION (1)	(S05_03B)	99	98	97	S032530B$'10#11#12#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	298	298	BIOLOGY\KNOWING (T) (S05_03)	SA	4,5		10;11;12;19;70;71;79;				
S032530Z	C	2	0	CONDITIONS FOR GERMINATION-DERIVED (2)	(S05_03Z)	99	98	97	S032530Z$'21#20#11#10#79#99#98#96'	CORRECT RESPONSE:21;CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:11;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	299	299	BIOLOGY\KNOWING (T) (S05_03)	DPC_D	4,5		21;20;11;10;79;				
S032007	C	2	0	ONE FUNCTION OF THE UTERUS (1)	(S05_04)	99	98	97	S032007$'10#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	300	300	BIOLOGY\KNOWING (T) (S05_04)	SA	4,5		10;19;70;71;79;				
S032502	C	1	0	DIAGRAM OF WATER MOLECULES (C)	(S05_05)	9	8	7	S032502$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	301	301	CHEMISTRY\APPLYING (T) (S05_05)	M3	4,5		1;2;3;4;				
S032679	C	2	0	ENERGY RELEASED DURING A REACTION (1)	(S05_06)	99	98	97	S032679$'10#11#12#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	302	302	CHEMISTRY\APPLYING (T) (S05_06)	SA	4,5		10;11;12;19;70;71;79;				
S032184	C	1	0	BULBS IN SERIES/PARALLEL CIRCUIT (D)	(S05_07)	9	8	7	S032184$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	303	303	PHYSICS\APPLYING (T) (S05_07)	M4	4,5		1;2;3;4;				
S032394	C	1	0	HEAT CONDUCTION THROUGH COPPER ROD (C)	(S05_08)	9	8	7	S032394$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	304	304	PHYSICS\APPLYING (T) (S05_08)	M3	4,5		1;2;3;4;				
S032151	C	1	0	MAJOR CAUSE OF TIDES (B)	(S05_09)	9	8	7	S032151$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	305	305	EARTH SCIENCE\KNOWING (T) (S05_09)	M2	4,5		1;2;3;4;				
S032651A	C	2	0	TOPOGRAPHIC MAP: IDENTIFY X (1)	(S05_10A)	99	98	97	S032651A$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	306	306	EARTH SCIENCE\APPLYING (T) (S05_10)	SA	4,5		10;70;71;79;				
S032651B	C	2	0	TOPOGRAPHIC MAP: RIVER PATH (1)	(S05_10B)	99	98	97	S032651B$'10#11#12#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	307	307	EARTH SCIENCE\REASONING (T) (S05_10)	SA	4,5		10;11;12;19;70;71;79;				
S032665A	C	2	0	POPULATION IN COUNTRIES: PREDICT (1)	(S05_11A)	99	98	97	S032665A$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	308	308	BIOLOGY\REASONING (T) (S05_11)	SA	4,5		10;70;71;79;				
S032665B	C	2	0	POPULATION IN COUNTRIES: LAND USE (1)	(S05_11B)	99	98	97	S032665B$'10#11#12#19#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	309	309	BIOLOGY\REASONING (T) (S05_11)	SA	4,5		10;11;12;19;70;79;				
S032665C	C	2	0	POPULATION IN COUNTRIES: POLLUTION (1)	(S05_11C)	99	98	97	S032665C$'10#11#12#19#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	310	310	BIOLOGY\REASONING (T) (S05_11)	SA	4,5		10;11;12;19;70;79;				
S042073	C	1	0	FORMULA FOR CARBON DIOXIDE (B)	(S06_01)	9	8	7	S042073$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	311	311	CHEMISTRY\KNOWING (T) (S06_01)	M2	5,6		1;2;3;4;				
S042017	C	1	0	FUNCTION OF CELL PART X (D)	(S06_02)	9	8	7	S042017$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	312	312	BIOLOGY\APPLYING (T) (S06_02)	M4	5,6		1;2;3;4;				
S042007	C	1	0	LUNGS IN BIRD/WHICH ORGAN IN FROG (B)	(S06_03)	9	8	7	S042007$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	313	313	BIOLOGY\APPLYING (T) (S06_03)	M2	5,6		1;2;3;4;				
S042024	C	1	0	PROCESS OF RESPIRATION (B)	(S06_04)	9	8	7	S042024$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	314	314	BIOLOGY\KNOWING (T) (S06_04)	M2	5,6		1;2;3;4;				
S042095	C	1	0	AMMONIA SOLUTION MIXED IN VINEGAR (D)	(S06_05)	9	8	7	S042095$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	315	315	CHEMISTRY\KNOWING (T) (S06_05)	M4	5,6		1;2;3;4;				
S042022	C	2	0	CO2 CONCENTRATION & PHOTOSYNTHESIS (1)	(S06_06)	99	98	97	S042022$'10#11#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	316	316	BIOLOGY\REASONING (T) (S06_06)	SA	5,6		10;11;79;				
S042063	C	1	0	WHICH ROD CAUSES THE BULB TO LIGHT (A)	(S06_07)	9	8	7	S042063$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	317	317	CHEMISTRY\APPLYING (T) (S06_07)	M1	5,6		1;2;3;4;				
S042197	C	1	0	STRENGTH OF A MAGNET (C)	(S06_08)	9	8	7	S042197$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	318	318	PHYSICS\REASONING (T) (S06_08)	M3	5,6		1;2;3;4;				
S042297	C	2	0	INVESTIGATION OF GREEN/RED PEPPERS (2)	(S06_09)	99	98	97	S042297$'20#29#10#19#79#99#98#96'	CORRECT RESPONSE:20;CORRECT RESPONSE:29;PARTIALLY CORRECT RESPONSE:10;PARTIALLY CORRECT RESPONSE:19;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	319	319	BIOLOGY\REASONING (T) (S06_09)	SA	5,6		20;29;10;19;79;				
S042305	C	2	0	CLASSIFY ELEMENT/COMPOUND/MIXTURE (2)	(S06_10)	99	98	97	S042305$'20#10#70#71#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	320	320	CHEMISTRY\APPLYING (T) (S06_10)	SA	5,6		20;10;70;71;79;				
S042112	C	1	0	PROCESS IN WHICH ENERGY ABSORBED (D)	(S06_11)	9	8	7	S042112$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	321	321	CHEMISTRY\KNOWING (T) (S06_11)	M4	5,6		1;2;3;4;				
S042173A	C	2	0	CHANGE-STAY THE SAME (1)	(S06_12A)	99	98	97	S042173A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	322	322	PHYSICS\APPLYING (T) (S06_12)	SA	5,6		10;79;				
S042173B	C	2	0	CHANGE-STAY THE SAME (1)	(S06_12B)	99	98	97	S042173B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	323	323	PHYSICS\APPLYING (T) (S06_12)	SA	5,6		10;79;				
S042173C	C	2	0	CHANGE-STAY THE SAME (1)	(S06_12C)	99	98	97	S042173C$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	324	324	PHYSICS\APPLYING (T) (S06_12)	SA	5,6		10;79;				
S042173D	C	2	0	CHANGE-STAY THE SAME (1)	(S06_12D)	99	98	97	S042173D$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	325	325	PHYSICS\APPLYING (T) (S06_12)	SA	5,6		10;79;				
S042173E	C	2	0	CHANGE-STAY THE SAME (1)	(S06_12E)	99	98	97	S042173E$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	326	326	PHYSICS\APPLYING (T) (S06_12)	SA	5,6		10;79;				
S042173Z	C	2	0	CHANGE-STAY THE SAME-DERIVED (2)	(S06_12Z)	99	98	97	S042173Z$'21#20#11#10#79#99#98#96'	CORRECT RESPONSE:21;CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:11;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	327	327	PHYSICS\APPLYING (T) (S06_12)	DPC_D	5,6		21;20;11;10;79;				
S042407	C	2	0	WHICH ICE BLOCK WILL MELT FIRST (1)	(S06_13)	99	98	97	S042407$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	328	328	PHYSICS\APPLYING (T) (S06_13)	SA	5,6		10;70;79;				
S042278	C	2	0	PATH OF LIGHT THROUGH PERISCOPE (1)	(S06_14)	99	98	97	S042278$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	329	329	PHYSICS\APPLYING (T) (S06_14)	SA	5,6		10;70;71;79;				
S042274	C	1	0	SPEED OF LIGHT THROUGH SUBSTANCES (D)	(S06_15)	9	8	7	S042274$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	330	330	PHYSICS\KNOWING (T) (S06_15)	M4	5,6		1;2;3;4;				
S042311	C	1	0	MOON SEEN DIFFERENTLY (B)	(S06_16)	9	8	7	S042311$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	331	331	EARTH SCIENCE\APPLYING (T) (S06_16)	M2	5,6		1;2;3;4;				
S042317	C	2	0	EVAPORATED WATER ENDING UP AS RAIN (2)	(S06_17)	99	98	97	S042317$'20#10#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	332	332	EARTH SCIENCE\APPLYING (T) (S06_17)	SA	5,6		20;10;79;				
S032465	C	1	0	CELLS THAT DESTROY BACTERIA (A)	(S07_01)	9	8	7	S032465$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	333	333	BIOLOGY\KNOWING (T) (S07_01)	M1	6,7		1;2;3;4;				
S032315	C	1	0	ANTELOPE POPULATION GRAPH (D)	(S07_02)	9	8	7	S032315$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	334	334	BIOLOGY\REASONING (T) (S07_02)	M4	6,7		1;2;3;4;				
